,region,category,parameter,mode,powertrain,year,unit,value,price,range_km,charging_time,sales_volume,co2_saved,battery_capacity,energy_efficiency,weight_kg,number_of_seats,motor_power,distance_traveled
7047,Mexico,Historical,EV stock share,Cars,EV,2011,percent,0.0000149999996210681,46938,252,10.04,3309,333.55,75,297.62,2399,6,102,10264
7048,Mexico,Historical,EV stock share,Cars,EV,2012,percent,0.000440000003437,30321,561,6.526540779050298,1875,420.75,94,167.56,2093,2,232,87120
7049,Mexico,Historical,EV sales share,Cars,EV,2012,percent,0.007699999958277,41468,407,8.5,3002.1455366049613,484,64.78206018648422,196.15535211295716,1174,4,187.64241192694917,50175.3830139457
7050,Mexico,Historical,EV stock,Cars,BEV,2012,Vehicles,91,56426,102,8.44,1260,51.41,41,401.96,1754,6,161,79187
7051,Mexico,Historical,EV sales,Cars,BEV,2012,Vehicles,88,36081,475.98437477362825,6.31,4784,868.77,36,79.3,1175,3,216,50175.44052074014
7052,Mexico,Historical,EV sales,Cars,BEV,2013,Vehicles,12,69210,273,5.79,1419.2284511437883,97.08,63.76339990303909,285.71,1366,7,97,86560
7053,Mexico,Historical,EV stock,Cars,BEV,2013,Vehicles,100,55079.752340643645,378,2,3527.390960087606,541.75,56.34922941721095,177.25,1955,7,149,69879
7054,Mexico,Historical,EV sales share,Cars,EV,2013,percent,0.00089000002481,58331,369.53450158962306,6.4570733153090485,2895,411.09,58.094240063917866,191.55,1294,3,204,31826
7055,Mexico,Historical,EV stock share,Cars,EV,2013,percent,0.000479999987874,32264,272.9845317260947,11.04,3496,348.2,98,393.57,1744.6186875138067,7,168,6801
7056,Mexico,Historical,EV stock share,Cars,EV,2014,percent,0.000669999979436,51478,388.7726331322475,6.479668095522459,4021,562.94,26,74.29,1265,3,146,79095
7057,Mexico,Historical,EV sales share,Cars,EV,2014,percent,0.003800000064075,55080.7516703525,434.0273432625331,1.66,3175,582.93,20,43.57,1034,3,87,50175.192912093866
7058,Mexico,Historical,EV stock,Cars,BEV,2014,Vehicles,150,37258,319,4.82,2251,273.2258171089484,65,203.76,1427,2,170,17285
7059,Mexico,Historical,EV sales,Cars,BEV,2014,Vehicles,48,49513,480.1295510744211,3.99,2547.5864041900854,484.67,84,140.94,1757,6,187.10277621962692,17190
7060,Mexico,Historical,EV sales,Cars,BEV,2015,Vehicles,92,56066,176,5.69,2918,205.43,63,357.95,1598,4,186.69518336041247,56704
7061,Mexico,Historical,EV stock,Cars,BEV,2015,Vehicles,240,56177,347,6.45727335138071,3190.03697854025,450.13,52,149.86,1748.5170026894898,5,207,37807
7062,Mexico,Historical,EV sales,Cars,PHEV,2015,Vehicles,7,38000,144,2.47,2615.5348631188513,150.57,40.397953583327144,297.1583366032798,1259,4,127,50175.43470390546
7063,Mexico,Historical,EV stock,Cars,PHEV,2015,Vehicles,7,67472,262,2.23,3172,332.43,69,263.36,1751.9595853704839,6,185.9386847705941,98245
7064,Mexico,Historical,EV charging points,EV,Publicly available slow,2015,charging points,83,58320,203,9.9,2428,177.0132993997462,44,216.75,1150,6,79,56365
7065,Mexico,Historical,EV sales share,Cars,EV,2015,percent,0.00800000037998,71187,252,8.35,2307,232.55,69.35873873457317,341.27,1745,5,177,34643
7066,Mexico,Historical,EV stock share,Cars,EV,2015,percent,0.00109999999404,34607,419,10.51,1563.8410214082342,268.33,98,233.89,2342,5,164,27165
7067,Mexico,Historical,EV stock share,Cars,EV,2016,percent,0.004199999850243,55081.23486560307,589,9.4,543,127.93,92,155.76995358814938,2013,4,132,38401
7068,Mexico,Historical,EV sales share,Cars,EV,2016,percent,0.052999999374151,54641,463,6.405728520815506,2536.4320678534423,475.16156742021917,58.60735173963172,136.07,2457,4,140,24560
7069,Mexico,Historical,EV charging points,EV,Publicly available fast,2016,charging points,6,38433,562,5.53,2515.274196365653,585.4332406959134,22,39.15,2302,4,255,90740
7070,Mexico,Historical,EV charging points,EV,Publicly available slow,2016,charging points,240,75325,274,1.96,2541.2694590514934,272.94799631816363,53.19271227103096,248.23103471674287,1079,4.467414527434421,185.31499979360774,50174.9149596226
7071,Mexico,Historical,EV stock,Cars,PHEV,2016,Vehicles,530,41189,505,6.45678950241978,2750.686566593889,555.5,35,69.31,2011,4,165,50175.381129110225
7072,Mexico,Historical,EV sales,Cars,PHEV,2016,Vehicles,520,31230,259,9.19,1195,123.8,69,266.41,1265,6,188.30525895481728,87812
7073,Mexico,Historical,EV stock,Cars,BEV,2016,Vehicles,500,55082.50990830385,432,6.397599098136554,3252,561.95,82,189.81,1836,6,107,14830
7074,Mexico,Historical,EV sales,Cars,BEV,2016,Vehicles,250,48856,543,8.37,2926,635.53,69.19889577865969,160.22,1754,7,187.1582425812545,6642
7075,Mexico,Historical,EV sales,Cars,BEV,2017,Vehicles,230,33740,436,6.77,1848,322.29,57,130.73,1176,5,115,50623
7076,Mexico,Historical,EV stock,Cars,BEV,2017,Vehicles,730,49640,576.7838104448997,2.6,4478,1001.28,99,177.1,1336,4.408792248011128,101,68843
7077,Mexico,Historical,EV sales,Cars,PHEV,2017,Vehicles,970,55082.56007103498,362,6.436152729129382,4260,616.85,24,66.3,2021,6,186.81728475810985,14634
7078,Mexico,Historical,EV stock,Cars,PHEV,2017,Vehicles,1500,72206,326,6.08,1644,214.38,80,245.4,1569,4.499714382698871,194,17751
7079,Mexico,Historical,EV charging points,EV,Publicly available fast,2017,charging points,50,55795,279.2489741290613,4.29,3087,221.03,57,254.08473498717672,2033,4,134,44425
7080,Mexico,Historical,EV charging points,EV,Publicly available slow,2017,charging points,700,70340,342.87349223037336,10.05,1484.1251103211498,171.53,75,169.3,1750.5022687110145,5,85,41738
7081,Mexico,Historical,EV sales share,Cars,EV,2017,percent,0.086000002920628,55080.82248970674,471.2217232294719,6.425225564243674,4988,899.84,28,62.08,1396,7,170,50175.177410404955
7082,Mexico,Historical,EV stock share,Cars,EV,2017,percent,0.008899999782443,50635,593,10.63,-94.50089404057871,201.62,48,80.94,2493,5,188,52801
7083,Mexico,Historical,EV stock share,Cars,EV,2018,percent,0.014999999664724,59738,114,6.08,4220,192.43,74,649.12,1747.7868040882881,7,185,9123
7084,Mexico,Historical,EV sales share,Cars,EV,2018,percent,0.140000000596046,76501,271,9.88,2558,277.29,52.93588298913523,244.90146328581122,2214,5,210,20970
7085,Mexico,Historical,EV charging points,EV,Publicly available fast,2018,charging points,76,30628,428.8168407396489,8.08,2836.3972083974218,482.68,26,60.89,1572,6,214,20733
7086,Mexico,Historical,EV charging points,EV,Publicly available slow,2018,charging points,1100,43676,216,2.24,878,75.86,28,129.63,2263,5,201,76669
7087,Mexico,Historical,EV stock,Cars,PHEV,2018,Vehicles,3100,53660,374.68234445780814,8.35,2511,373.849709092577,31,89.08,1750.042364603547,6,186.84689324361824,86895
7088,Mexico,Historical,EV sales,Cars,PHEV,2018,Vehicles,1600,55080.26322810489,571,2.64,2648,604.8,55,96.32,1723,2,149,59747
7089,Mexico,Historical,EV stock,Cars,BEV,2018,Vehicles,930,48044,535,7.28,5056.7658974184405,945.88,57.49079412007561,91.59,1530,5,187.16582501099313,56466
7090,Mexico,Historical,EV sales,Cars,BEV,2018,Vehicles,200,36606,307.2936658869847,6.24,4704,483.57,56,217.9,1330,3,247,50175.432770217056
7091,Mexico,Historical,EV sales,Cars,BEV,2019,Vehicles,290,66627,440.45172245225694,6.430903867327916,4327,692.32,98,245,1300,6,186,59445
7092,Mexico,Historical,EV stock,Cars,BEV,2019,Vehicles,1200,61179,265,6.97,3181.3701758469624,360.72,34,128.3,1670,3,186.29266265721003,8124
7093,Mexico,Historical,EV sales,Cars,PHEV,2019,Vehicles,1400,70785,332.6730626088775,3.8,4619,610.2191881534088,77,164.18,1746,4.485376578481651,216,12574
7094,Mexico,Historical,EV stock,Cars,PHEV,2019,Vehicles,4400,44521,538,11.87,4297.9818385531335,830.46,69,128.25,1877,6,193,68253
7095,Mexico,Historical,EV charging points,EV,Publicly available fast,2019,charging points,76,31862,584,5.28,3602,841.43,92,157.53,1747.724595725819,4,288,96556
7096,Mexico,Historical,EV charging points,EV,Publicly available slow,2019,charging points,1100,55080.63594703333,292,10.91,81,9.46,37,126.71,1190,6,186.58996611132866,50175.20279865287
7097,Mexico,Historical,EV sales share,Cars,EV,2019,percent,0.140000000596046,55399,298,6.460413943252018,2185,248.75555623875255,93,312.08,1872,6,175,53135
7098,Mexico,Historical,EV stock share,Cars,EV,2019,percent,0.020999999716878,48492,255,6.468576305642377,327,33.35,70,274.51,1731,3,187.07519713064758,50175.30958166769
7099,Mexico,Historical,EV stock share,Cars,EV,2020,percent,0.035000000149012,54844,128,2.6,4192,214.63,28,218.75,1140,4.461834847136107,164,41844
7100,Mexico,Historical,EV sales share,Cars,EV,2020,percent,0.449999988079071,55458,529,6.362439677038037,4679,990.08,63,97.25481987048218,1904,5,120,25543
7101,Mexico,Historical,EV charging points,EV,Publicly available fast,2020,charging points,76,59239,520.1250228412862,1.48,4309,854.91,95,191.53,1748.6434234813073,3,172,35434
7102,Mexico,Historical,EV charging points,EV,Publicly available slow,2020,charging points,1100,55080.919710547474,136,9.65,594,32.31,57,365.68007142243266,2388,5,128,44902
7103,Mexico,Historical,EV stock,Cars,PHEV,2020,Vehicles,6400,64185,292,11.82,1904,222.39,98,335.62,2284,7,210,33559
7104,Mexico,Historical,EV sales,Cars,PHEV,2020,Vehicles,2000,39648,345,6.510566389817425,4273,589.67,36,104.35,1746.9099272323226,3,230,50175.36625821386
7105,Mexico,Historical,EV stock,Cars,BEV,2020,Vehicles,3100,32655,291,5.96,1633,190.08,30,103.09,1746.4276764989058,5,98,50175.46866684133
7106,Mexico,Historical,EV sales,Cars,BEV,2020,Vehicles,1800,53231,381,10.68,431,93.38426309383817,83,217.85,1748.8044951140312,6,185,46045
7107,Mexico,Historical,EV sales,Cars,BEV,2021,Vehicles,3000,77140,381,6.367749909397597,2214,337.41,31,81.36,2251,3,112,34168
7108,Mexico,Historical,EV stock,Cars,BEV,2021,Vehicles,6100,37914,578,4.89,3237,748.39,68,117.65,1746.9580921057589,7,150,53852
7109,Mexico,Historical,EV sales,Cars,PHEV,2021,Vehicles,3500,43754,136,5.96,2570.5617059261067,145.47177749490152,104.74077906235718,661.76,1083,3,115,62592
7110,Mexico,Historical,EV stock,Cars,PHEV,2021,Vehicles,9900,78849,346,6.3954158099889575,1080,149.47,63,227.91352156100396,1917,5,185.03002427772748,34096
7111,Mexico,Historical,EV charging points,EV,Publicly available fast,2021,charging points,76,50225,582,3.51,2040.0604541932537,518.91,71,85.02419060097455,1654,4,116,60562
7112,Mexico,Historical,EV charging points,EV,Publicly available slow,2021,charging points,1100,44933,234,6.5061321264917265,2328.6584936408217,193.47,39,166.67,1337,6,187.42601212202095,44463
7113,Mexico,Historical,EV sales share,Cars,EV,2021,percent,0.72000002861023,35514,169,8.42,3837,259.38,29,171.6,2393,4,188.2044665073104,99725
7114,Mexico,Historical,EV stock share,Cars,EV,2021,percent,0.059000000357628,74287,537,9.64,2732,582.7460096231648,76,141.53,2121,7,223,50174.93176329632
7115,Mexico,Historical,EV stock share,Cars,EV,2022,percent,0.089000001549721,38287,241,5.69,3055,311.84346080618093,61.35530188985132,298.76,1984,5,81,57687
7116,Mexico,Historical,EV sales share,Cars,EV,2022,percent,0.889999985694885,69602,507,6.399007227147417,2017,453.81503818281976,45,88.76,1747,4,154,63298
7117,Mexico,Historical,EV charging points,EV,Publicly available fast,2022,charging points,76,43130,173,6.482127567765651,2559,174.92476866349227,94,484.5493784665048,1612,2,143,23578
7118,Mexico,Historical,EV charging points,EV,Publicly available slow,2022,charging points,2000,55081.99220888309,143,9.85,3073,175.78,100.33851409033505,622.38,1635,2,181,25218
7119,Mexico,Historical,EV sales,Cars,PHEV,2022,Vehicles,4000,50732,476,2.41,1784,383.8468870557706,24,50.42,1016,2,168,41626
7120,Mexico,Historical,EV stock,Cars,BEV,2022,Vehicles,10000,66492,184,8.94,4184,307.94,30,221.94119781232664,2242,4,101,84486
7121,Mexico,Historical,EV sales,Cars,BEV,2022,Vehicles,4400,56833,358,5.27,2510.1881572556117,359.5539664716889,37,103.35,1750.3189001218798,2,120,84360
7122,Mexico,Historical,EV stock,Cars,PHEV,2022,Vehicles,14000,66077,287,9.93,3883.0032464813025,498.69,68,298.1388577166247,1205,6,253,58088
7123,Mexico,Historical,EV stock,Cars,PHEV,2023,Vehicles,16000,42101,235,1.99,2488.4903589748437,233.40436420427454,36,212.33394093115888,2443,4.530935392776301,119,80353
7124,Mexico,Historical,EV sales,Cars,BEV,2023,Vehicles,13000,52815,247,2.7,6825.109462610133,250.75,52.04317839888171,250.47391382291713,1746.349094034583,4,295,205
7125,Mexico,Historical,EV stock,Cars,BEV,2023,Vehicles,24000,55082.38716843594,580,9.9,3684,854.69,66.54639426068405,118.97,2399,4.497417498105662,186.78698828166463,19249
7126,Mexico,Historical,EV sales,Cars,PHEV,2023,Vehicles,2200,46034,321,11.03,3215,412.81,96,299.07,1439,7,230,86207
7127,Mexico,Historical,EV charging points,EV,Publicly available fast,2023,charging points,76,41343,472,8.39,1021,272.88708074027807,98,207.63,2018,4.5095264952681395,99,24607
7128,Mexico,Historical,EV charging points,EV,Publicly available slow,2023,charging points,2000,34253,101,2.41,689,27.84,56,391.4541602425327,1543,6,108,82948
7129,Mexico,Historical,EV sales share,Cars,EV,2023,percent,1.29999995231628,52500,383,7.43,1217,186.44,91,237.6,1837,4,280,50175.24637297778
7130,Mexico,Historical,EV stock share,Cars,EV,2023,percent,0.140000000596046,55080.12199600272,350,6.45020871275196,309,43.26,29,82.86,1249,2,113,60640
7131,Netherlands,Historical,EV sales share,Vans,EV,2010,percent,0.079000003635883,31131,495,1.54,2281.0740191057785,466.49,76,171.33255066568984,1746.3382591624365,3,132,55016
7132,Netherlands,Historical,EV stock share,Buses,EV,2010,percent,0.150000005960464,76132,161,8.56,3049.903155340876,230.62,22,136.65,2117,5,178,12564
7133,Netherlands,Historical,EV stock share,Vans,EV,2010,percent,0.009999999776483,61220,480,1.8,1613.3975134163184,337.92,85,177.08,1690,7,294,10113
7134,Netherlands,Historical,EV sales share,Cars,EV,2010,percent,0.025000000372529,55080.454383190394,203,6.5161739927327185,3202,260,86.26602666427172,487.68,1749.0368704625348,7,274,56206
7135,Netherlands,Historical,EV stock share,Cars,EV,2010,percent,0.00359999993816,74233,501,9.11,514,103.01,52.96147133432951,71.86,1811,7,105,12763
7136,Netherlands,Historical,EV stock share,Trucks,EV,2010,percent,0.016000000759959,54694,122,3.1,648,31.62,88,721.31,1748.0703018059437,6,190,21282
7137,Netherlands,Historical,EV stock,Cars,PHEV,2010,Vehicles,11,32668,118,6.501971382533754,1641,77.46,70,593.22,1594,7,132,50175.517232654915
7138,Netherlands,Historical,EV stock,Trucks,BEV,2010,Vehicles,23,45484,222,6.14,572,50.79,65,292.79,2289,3,252,58858
7139,Netherlands,Historical,EV charging points,EV,Publicly available slow,2010,charging points,400,53062,278,3.39,3947,438.91,56,201.44,1748.5014532131452,4.501284033819326,291,50175.20876773389
7140,Netherlands,Historical,EV sales,Cars,BEV,2010,Vehicles,120,55079.56825014711,484,6.4265553507618165,3889,752.91,66.09434823666406,173.55,2320,2,186.82038749695747,74661
7141,Netherlands,Historical,EV stock,Cars,BEV,2010,Vehicles,270,51618,451,5.1,4234,763.81,47.901248789637606,70.95,2376,2,164,51515
7142,Netherlands,Historical,EV sales,Vans,BEV,2010,Vehicles,39,77224,486,6.38,1533,298.02,33,67.9,1751.5884513355418,6,186,50174.900711157505
7143,Netherlands,Historical,EV stock,Buses,BEV,2010,Vehicles,15,51824,594,6.448333307011492,5577.013242600016,1093.44,82,138.05,2316,3,284,65648
7144,Netherlands,Historical,EV stock,Vans,BEV,2010,Vehicles,86,60944,292.04202918226423,1.91,3975,491.0565548507591,55.393762296886656,236.7965665406242,1919,7,186.43890209709375,80568
7145,Netherlands,Historical,EV stock,Vans,BEV,2011,Vehicles,160,78425,235,1.17,491,46.15,29.772900693935505,85.11,1057,2,169,30432
7146,Netherlands,Historical,EV stock,Buses,BEV,2011,Vehicles,22,58628,574,5.52,4024,923.91,59.15061828751039,69.69,1126,4.436279079516943,186.5121313381887,26551
7147,Netherlands,Historical,EV sales,Vans,BEV,2011,Vehicles,72,60957,535,11.42,3134,670.68,77.19717737220336,146.74836584469205,1749.508003225287,2,289,50175.11129179367
7148,Netherlands,Historical,EV stock,Cars,BEV,2011,Vehicles,1100,62343,366,3.41,1931,282.7,60,163.93,1906,7,292,50175.08678873774
7149,Netherlands,Historical,EV sales,Cars,BEV,2011,Vehicles,860,55081.472576552645,130,5.87,3903,202.96,41,315.38,1748.2510282299095,3,266,36259
7150,Netherlands,Historical,EV charging points,EV,Publicly available slow,2011,charging points,400,78812,133,2.79,1330,70.76,36,286.30268717189904,1752.0764346169253,4.5481657652302845,271,57958
7151,Netherlands,Historical,EV stock,Trucks,BEV,2011,Vehicles,29,65338,152,7.12,3261,198.27,51,335.53,1920,3,186.10052221361488,86719
7152,Netherlands,Historical,EV stock,Cars,PHEV,2011,Vehicles,26,41616,462,5.85,2546.9188947141283,465.14117421785636,89,192.64,1054,3,187.6430565493667,45301
7153,Netherlands,Historical,EV sales,Cars,PHEV,2011,Vehicles,17,72026,304,2.74,582,70.77,36,118.42,2391,4,200,73579
7154,Netherlands,Historical,EV stock share,Trucks,EV,2011,percent,0.01799999922514,54133,556,1.31,368,81.84,43,-8.47891750983132,2054,5,150,3078
7155,Netherlands,Historical,EV stock share,Cars,EV,2011,percent,0.014999999664724,51183,293,3.98,1701,173.23334477177718,46,157,2174,5,77,8436
7156,Netherlands,Historical,EV sales share,Cars,EV,2011,percent,0.159999996423721,34284,312.848128856655,2.33,2884,289.55,46,183.27,1745.9539547508139,5,119,35781
7157,Netherlands,Historical,EV stock share,Vans,EV,2011,percent,0.017000000923872,55082.86198622665,160,1.12,920,58.88,64.09737786310927,368.75,1377,5,79,5863
7158,Netherlands,Historical,EV stock share,Buses,EV,2011,percent,0.219999998807907,50900,304,6.496609401046821,207,25.17,57,187.5,1421,4,252,55299
7159,Netherlands,Historical,EV sales share,Vans,EV,2011,percent,0.119999997317791,72252,592,9.77,2958,700.45,23,38.85,1450,3,123,30203
7160,Netherlands,Historical,EV sales share,Vans,EV,2012,percent,0.589999973773956,56008,518,4.65,935,193.73,90,173.75,1593,5,186.57707086032946,8627
7161,Netherlands,Historical,EV stock share,Buses,EV,2012,percent,0.239999994635582,61957,176,11.29,493,34.71,40,268.95273041088774,2193,7,266,47926
7162,Netherlands,Historical,EV stock share,Vans,EV,2012,percent,0.054999999701977,51331,172,5.11,155,10.66,65.97112747673432,377.91,2184,3,209,6414
7163,Netherlands,Historical,EV sales share,Cars,EV,2012,percent,1,66002,221,6.452528863811038,3238,305.18180936839474,28,126.7,2063,5,186.0335071174859,50701
7164,Netherlands,Historical,EV stock share,Cars,EV,2012,percent,0.079000003635883,55080.663152122776,238,5.1,820,78.06,22,153.88097488391975,2200,5,85,50175.21444378335
7165,Netherlands,Historical,EV stock share,Trucks,EV,2012,percent,0.037000000476837,37473,451,6,1675,302.17,52,115.3,1746.8720363414784,4,86,47197
7166,Netherlands,Historical,EV sales,Cars,PHEV,2012,Vehicles,4300,55080.62563106259,458,11.45,3439,630.02,29,63.32,1748.9005512048182,2,186.7732561372245,53232
7167,Netherlands,Historical,EV stock,Cars,PHEV,2012,Vehicles,4400,76362,225,6.96,1314,118.26,41.961186926358835,173.33,1750.969360477236,3,185.2049667625573,34650
7168,Netherlands,Historical,EV stock,Trucks,BEV,2012,Vehicles,57,41513,369,7.38,4884,720.88,21,56.91,1651,3,102,50175.365494479534
7169,Netherlands,Historical,EV charging points,EV,Publicly available fast,2012,charging points,21,65618,241,11.44,733,70.66,84,348.55,1750.9048371114516,2,206,65980
7170,Netherlands,Historical,EV charging points,EV,Publicly available slow,2012,charging points,2800,60942,208,6.4864439233295,3291.0955681638898,321.65,77,370.19,1176,7,208,68782
7171,Netherlands,Historical,EV sales,Cars,BEV,2012,Vehicles,790,33166,190,5.07,2822.0347039295457,236.44,96,505.26,2089,6,127,20295
7172,Netherlands,Historical,EV stock,Cars,BEV,2012,Vehicles,1900,75634,548,6.393895547659342,3057,670.09,20,36.5,2396,7,262,50174.88060449824
7173,Netherlands,Historical,EV sales,Vans,BEV,2012,Vehicles,340,71835,429,6.426131661616253,1171,200.94,83,193.47,2382,7,223,55689
7174,Netherlands,Historical,EV stock,Buses,BEV,2012,Vehicles,23,63175,449,1.75,1227,220.37,26,57.91,2364,4,106,70455
7175,Netherlands,Historical,EV stock,Vans,BEV,2012,Vehicles,490,50895,203,4.92,382,31.02,84,413.79,1302,4.4748706497812565,80,77526
7176,Netherlands,Historical,EV stock,Vans,BEV,2013,Vehicles,670,55081.86742047471,498,9.4,2610,519.91,57,114.46,2079,7,186.7373548561592,27308
7177,Netherlands,Historical,EV stock,Buses,BEV,2013,Vehicles,39,55080.97379783192,273,5.67,3877.0263897592317,478.19,30,109.89,1257,3,250,45203
7178,Netherlands,Historical,EV sales,Vans,BEV,2013,Vehicles,180,50993,573,9.49,2320,531.74,68.66158018191231,136.13,1526,5,133,50175.254338832194
7179,Netherlands,Historical,EV sales,Buses,BEV,2013,Vehicles,5,52405,117,9.91,4992,233.63,109.18315042172883,692.31,2457,4.430503209947473,117,40264
7180,Netherlands,Historical,EV stock,Cars,BEV,2013,Vehicles,4200,38442,127.39506453195622,6.26,4524,296.77,71.13267035109213,432.93,1745.5746987313826,4.454117238786554,216,17213
7181,Netherlands,Historical,EV sales,Cars,BEV,2013,Vehicles,2600,76510,438.7923785409814,1.67,1292,285.79,64,115.73,2087,4,185.19556319619613,16425
7182,Netherlands,Historical,EV charging points,EV,Publicly available fast,2013,charging points,21,76722,416,6.69,668,111.16,53,127.4,1859,7,291,85824
7183,Netherlands,Historical,EV charging points,EV,Publicly available slow,2013,charging points,5800,52288,251,6.437533208628976,4822,484.13,63,251,2401,5,99,5440
7184,Netherlands,Historical,EV stock,Trucks,BEV,2013,Vehicles,70,61628,469,6.24,1226,230,68,154.7231876979068,1748.8316331123312,6,186.21301676943452,22106
7185,Netherlands,Historical,EV stock,Cars,PHEV,2013,Vehicles,24000,51884,216,6.496142537577569,830,71.71,77,356.48,1183,2,296,22564
7186,Netherlands,Historical,EV sales,Cars,PHEV,2013,Vehicles,20000,56310,312.48523996784354,4.35,1407.1291721539937,132.5,38,94.53,2075,5,118,40589
7187,Netherlands,Historical,EV stock share,Trucks,EV,2013,percent,0.046000000089407,75054,324.7251974961844,6.96,1266,147.87,60,232.91891831368588,2059,4.530986534321999,115,85031
7188,Netherlands,Historical,EV stock share,Cars,EV,2013,percent,0.360000014305115,56641,112,10.02,1337,59.9,62,553.57,1255,4,186.5447177040357,29188
7189,Netherlands,Historical,EV sales share,Cars,EV,2013,percent,5.5,47706,293,9.96,669,78.41,26,88.74,1652,4.551720427334845,163,61573
7190,Netherlands,Historical,EV stock share,Vans,EV,2013,percent,0.075000002980232,43698,247.9941140243729,7.03,2470.7672965606175,236.89,23,153.22304085828597,1378,3,187.52450892033502,87928
7191,Netherlands,Historical,EV sales share,Vans,EV,2013,percent,0.349999994039536,63905,192,2.22,2991,229.71,93,460.2937859167148,1748.9632489155038,2,141,24498
7192,Netherlands,Historical,EV stock share,Buses,EV,2013,percent,0.430000007152557,67363,279,1.84,2536.2258464046936,286.9943983437772,72.1712386752312,344.09,2203,4.504186151594952,178,79176
7193,Netherlands,Historical,EV sales share,Buses,EV,2013,percent,0.839999973773956,37927,194,6.31,3453,267.95,56,317.18261630121435,1399,6,237,50175.42864735752
7194,Netherlands,Historical,EV sales share,Buses,EV,2014,percent,1,55079.92518177452,100,6.4,3066,122.64,146.28952702103442,960,1749.4213780842606,4,186.78970810969705,66783
7195,Netherlands,Historical,EV stock share,Buses,EV,2014,percent,0.519999980926514,55082.31769534064,316.7216145864528,8.37,2421,263.4,69,253.68,1469,6,90,18004
7196,Netherlands,Historical,EV sales share,Vans,EV,2014,percent,1.10000002384186,59048,377.3524614002019,9.91,1279,298.26,63,208.1740969573739,2360,4,77,84568
7197,Netherlands,Historical,EV stock share,Vans,EV,2014,percent,0.140000000596046,76236,490,5.87,2250,441,35,71.43,1832,3,112,52094
7198,Netherlands,Historical,EV sales share,Cars,EV,2014,percent,3.90000009536743,68434,319,10.01,3630,463.19,76,238.24,1014,2,173,68620
7199,Netherlands,Historical,EV stock share,Cars,EV,2014,percent,0.550000011920929,66675,247,6.439044331703664,4616,456.06,26,105.26,1848,4,111,47289
7200,Netherlands,Historical,EV stock share,Trucks,EV,2014,percent,0.048000000417233,55080.6854983766,361.2808671226002,1.51,1462,187.72,29,90.34,1339,2,296,50175.20815656193
7201,Netherlands,Historical,EV sales,Cars,PHEV,2014,Vehicles,12000,55080.0943640974,348,6.445507482219865,4166,579.91,45.87153075351429,120.69,2155,4,141,65044
7202,Netherlands,Historical,EV stock,Cars,PHEV,2014,Vehicles,37000,41378,289,6.24,2359,272.7,72,249.13,1747.0004598990158,5,268,41012
7203,Netherlands,Historical,EV stock,Trucks,BEV,2014,Vehicles,76,75951,156,6.24,3659,228.32,35.28522604045779,166.67,1996,4.514807756272827,185.36935445988507,14848
7204,Netherlands,Historical,EV charging points,EV,Publicly available fast,2014,charging points,120,46829,101,6.549894078391118,3354,135.5,42,415.84,1392,3,250,40283
7205,Netherlands,Historical,EV charging points,EV,Publicly available slow,2014,charging points,12000,33368,188,10.76,4241,318.92,58,308.51,1005,6,283,50175.296444599284
7206,Netherlands,Historical,EV sales,Cars,BEV,2014,Vehicles,2700,74218,483,5.63,723,139.68,26,53.83,1456,5,116,51536
7207,Netherlands,Historical,EV stock,Cars,BEV,2014,Vehicles,6800,38533,118,6.497009863337609,2092.329134991018,65.28,88,745.76,1926,4,105,67326
7208,Netherlands,Historical,EV sales,Cars,FCEV,2014,Vehicles,2.20000004768372,55082.30678768522,582,2.29,1503,462.14777720160464,53,91.07,1747.8768972120877,7,205,17518
7209,Netherlands,Historical,EV stock,Cars,FCEV,2014,Vehicles,2.20000004768372,55081.78876736664,367,4.56,2274,333.82,38.42327487422588,62.67,2427,3,298,28594
7210,Netherlands,Historical,EV sales,Buses,BEV,2014,Vehicles,7,68408,562,1.98,1262,283.7,88,160.83814476762018,1750.5994749259128,6,112,50175.02553403383
7211,Netherlands,Historical,EV sales,Vans,BEV,2014,Vehicles,590,50136,163,11.13,3393,221.22,30,184.05,1795,4,187.12265897229437,16111
7212,Netherlands,Historical,EV stock,Buses,BEV,2014,Vehicles,46,37632,333,6.498408731321039,947,126.14,64,192.19,1731,5,238,9658
7213,Netherlands,Historical,EV stock,Vans,BEV,2014,Vehicles,1300,38866,161,9.44,3081,231.3059061741444,65,378.1458076094019,2335,6,190,75573
7214,Netherlands,Historical,EV stock,Vans,BEV,2015,Vehicles,1500,75194,433.9639653617479,6.06,413,94.82,91,158.54,1484,6,248,49180
7215,Netherlands,Historical,EV stock,Buses,BEV,2015,Vehicles,92,39631,477,7.79,3298,629.26,52.216748058066784,88.05,1344,4,295,50175.40436441421
7216,Netherlands,Historical,EV stock,Buses,FCEV,2015,Vehicles,2,77858,250,5.66,2484.114790100109,233.8,27,108,1214,5,131,47686
7217,Netherlands,Historical,EV stock,Buses,PHEV,2015,Vehicles,12,50656,293,6.430359355526062,1232,144.39,69,293.5411559885506,1748.1576206198038,4.508731784979813,85,38900
7218,Netherlands,Historical,EV sales,Vans,BEV,2015,Vehicles,260,55079.68456043291,414,7.46,3816,631.93,54.27622659359598,137.68,1284,4.470220191307361,248,72216
7219,Netherlands,Historical,EV sales,Buses,BEV,2015,Vehicles,12,73740,425,6.84,3370,553.1960966664544,88,260.9407786912563,1564,7,83,61220
